,Premise 1,Conclusion,GPT-4,GPT-3.5
626,bowl,glass,9.0,11.615546013575342
627,bowl,grater,3.5,10.252736711230664
628,bowl,kettle,5.0,10.432172874946627
629,bowl,knife,3.0,8.326207471203935
630,bowl,mixer,8.0,13.309489807499526
631,bowl,mug,11.0,12.9892807806254
632,bowl,nutcracker,2.5,8.67314998718934
633,bowl,oven,3.0,4.505653798631692
634,bowl,pan,9.0,11.905523716955472
635,bowl,percolator,4.0,10.664598268632814
636,bowl,plate,15.0,15.29002149327064
637,bowl,pot,13.0,14.006112789296228
638,bowl,scale,6.5,10.948268971465343
639,bowl,scissors,2.0,3.5937120913563962
640,bowl,sieve,8.0,12.55780336372733
641,bowl,spatula,4.0,10.095960714626846
642,bowl,spoon,10.0,12.513244862644365
643,bowl,stove,2.5,7.421981330593455
644,bowl,teaspoon,4.5,9.923371298385042
645,bowl,toaster,2.0,6.662232647690393
646,bowl,towel,2.5,7.017841303491218
647,bowl,whisk,4.5,10.59352781759092
648,bowl,wok,9.0,12.040610716934971
649,bra,Boot,3.0,2.510658139514783
650,bra,beanie,2.0,6.067639486935398
651,bra,belt,5.5,8.028445713192887
652,bra,blouse,8.0,10.764849571888758
653,bra,bra,4.796296296296297,7.111570343530327
654,bra,cap,3.5,6.881789587197158
655,bra,coat,4.0,5.7348897246657025
656,bra,dress,6.0,9.015380043009788
657,bra,dungarees,2.5,6.186863448009292
658,bra,hat,3.5,7.024970798107571
659,bra,jeans,2.5,6.422208397820612
660,bra,mittens,2.5,4.591577782714377
661,bra,panties,15.0,9.73421226499645
662,bra,pants,6.0,6.524174040893895
663,bra,pullover,3.5,8.49109264729961
664,bra,pyjamas,4.0,7.34173445771699
665,bra,scarf,3.0,7.768903652507369
666,bra,shirt,8.0,9.395468549176424
667,bra,shoes,3.0,2.4660967646798135
668,bra,shorts,5.0,5.093991175902314
669,bra,skirt,4.0,8.818826780183421
670,bra,socks,5.0,6.116127699321597
671,bra,suit,3.0,7.486316310246274
672,bra,sweater,4.0,9.006184561150894
673,bra,t-shirt,6.0,9.363468713007773
674,bra,tie,3.0,4.541686821542926
675,bra,top,12.0,10.662557635375945
676,bra,tracksuit,2.0,5.9722845082608025
677,bumblebee,ant,8.0,13.931668283129351
678,bumblebee,bee,17.0,17.293796937633083
679,bumblebee,beetle,7.5,12.535855775198996
680,bumblebee,bumblebee,6.717391304347826,10.76243997963723
681,bumblebee,butterfly,8.0,13.866957681639008
682,bumblebee,caterpillar,6.0,9.469130587164358
683,bumblebee,centipede,3.0,7.030055158704679
684,bumblebee,cockroach,5.0,6.0391532180033005
685,bumblebee,cricket,5.0,11.088934818722768
686,bumblebee,dragonfly,6.5,11.652632314511505
687,bumblebee,earwig,4.5,7.836907001186316
688,bumblebee,flee,5.0,9.2229313944629
689,bumblebee,fly,10.0,12.290627715578466
690,bumblebee,grasshopper,6.5,12.123193149233225
691,bumblebee,horsefly,8.0,10.577951972235448
692,bumblebee,ladybug,8.0,13.688626323320959
693,bumblebee,leech,2.0,8.253682644926624
694,bumblebee,louse,4.0,7.915082003359926
695,bumblebee,maybug,7.0,11.262040749846314
696,bumblebee,mosquito,6.0,9.166171629851554
697,bumblebee,moth,8.0,10.777407186584195
698,bumblebee,spider,3.5,9.190793502129218
699,bumblebee,wasp,13.5,15.619383975476477
700,bumblebee,worm,2.5,6.703135508757626
701,bus,Mopeds,7.0,7.027303870928324
702,bus,airplane,10.0,7.814651476963547
703,bus,bicycle,7.0,8.332610042402562
704,bus,boat,8.0,8.502209770703853
705,bus,bus,9.434782608695652,8.83362493783554
706,bus,car,15.0,10.140572318473517
707,bus,carriage,13.5,9.368475720675377
708,bus,cart,10.0,8.931217846553967
709,bus,helicopter,4.5,7.439735696105677
710,bus,hovercraft,8.0,8.788418763798699
711,bus,jeep,11.0,9.12130707227568
712,bus,motorbike,6.5,9.16650275598402
713,bus,rocket,4.5,3.8899143075071207
714,bus,skateboard,3.0,3.631714290032278
715,bus,sled,5.5,4.065791116827051
716,bus,submarine,4.5,5.408549579069614
717,bus,taxi,15.0,12.856819963451112
718,bus,tractor,8.0,8.570002469323716
719,bus,trailer,12.0,10.196607190477796
720,bus,train,14.5,12.400999585069751
721,bus,tram,15.0,13.346760571717903
722,bus,truck,15.0,12.5246374429917
723,bus,van,15.0,14.127953323899956
724,bus,zeppelin,4.5,7.5206183949841865
725,butterfly,ant,6.5,9.56892729295306
726,butterfly,bee,10.0,14.025945668156092
727,butterfly,beetle,8.0,10.226402546168321
728,butterfly,bumblebee,8.0,13.866957681639008
729,butterfly,butterfly,6.869565217391305,10.558520194704979
730,butterfly,caterpillar,13.5,14.56539611244423
731,butterfly,centipede,2.5,8.278979681771634
732,butterfly,cockroach,4.5,8.142690972284921
733,butterfly,cricket,5.5,10.36715669567868
734,butterfly,dragonfly,8.0,13.964484839625621
735,butterfly,earwig,4.5,8.741029471317422
736,butterfly,flee,5.0,9.207558406833975
737,butterfly,fly,8.0,10.624002555087397
738,butterfly,grasshopper,7.5,11.906699161345635
739,butterfly,horsefly,6.5,9.294761601645288
740,butterfly,ladybug,10.0,13.581263194822192
741,butterfly,leech,2.0,8.19395733029846
742,butterfly,louse,4.0,6.922498160140433
743,butterfly,maybug,7.0,9.761543840876069
744,butterfly,mosquito,8.0,9.103619128388939
745,butterfly,moth,15.0,15.458141322392187
746,butterfly,spider,3.5,9.023702510292026
747,butterfly,wasp,7.0,11.169755009727677
748,butterfly,worm,3.5,6.850491294325233
749,canary,blackbird,13.0,10.862098166789647
750,canary,canary,9.565217391304348,9.78593385982246
751,canary,chicken,12.0,10.082469757559185
752,canary,crow,8.0,8.88254016323292
753,canary,dove,14.0,12.30488590964416
754,canary,duck,8.0,9.760462982318922
755,canary,eagle,8.0,8.57759934842264
756,canary,falcon,8.0,8.927961007774286
757,canary,heron,7.0,9.55651234826604
758,canary,magpie,10.0,10.964856584053647
759,canary,ostrich,6.0,7.5290975448920605
760,canary,parrot,14.5,12.656524030829436
761,canary,peacock,7.5,9.271260702115267
762,canary,pelican,7.5,8.72817918897621
763,canary,robin,14.5,13.627793372845904
764,canary,rooster,10.0,10.17867534213373
765,canary,seagull,8.0,7.032070658962881
766,canary,sparrow,15.0,12.370771516591763
767,canary,stork,6.5,9.276347382113453
768,canary,swallow,15.0,11.506366805660711
769,canary,swan,8.0,9.071147277883279
770,canary,turkey,6.5,8.372610659481907
771,canary,vulture,5.0,7.570986523618391
772,canary,woodpecker,8.0,7.965261501750155
773,canon,axe,3.0,7.076070094029728
774,canon,bazooka,13.5,11.47217547658803
775,canon,bow,4.5,8.983827555634598
776,canon,canon,5.03125,7.985110776917815
777,canon,club,2.0,4.879226222978343
778,canon,dagger,2.0,6.26126840478533
779,canon,grenade,8.5,10.116320498185075
780,canon,pistol,6.5,9.387682107340012
781,canon,rifle,10.0,12.761888342170245
782,canon,rope,1.0,2.464949738019899
783,canon,shield,2.0,8.632567732492475
784,canon,slingshot,3.5,6.5363822152477535
785,canon,spear,3.0,8.237451895130423
786,canon,stick,1.5,3.840366515783748
787,canon,sword,2.5,7.307950528263682
788,canon,tank,15.0,13.472183816841987
789,canon,whip,2.0,6.331461287193719
790,cap,Boot,5.5,8.944137273587419
791,cap,beanie,15.0,13.376124260183776
792,cap,belt,3.5,9.042269520857243
793,cap,blouse,4.0,8.644250913944408
794,cap,bra,3.5,6.881789587197158
795,cap,cap,6.12962962962963,8.853205228936414
796,cap,coat,8.0,9.089674128180953
797,cap,dress,4.0,7.705079484531142
798,cap,dungarees,4.0,9.3832496175042
799,cap,hat,18.0,14.272173713029057
800,cap,jeans,4.5,9.380484209382383
801,cap,mittens,8.0,9.112197051876013
802,cap,panties,2.5,4.120878912857141
803,cap,pants,4.5,8.019634563466832
804,cap,pullover,4.5,9.824904772075314
805,cap,pyjamas,3.5,4.409671810559435
806,cap,scarf,7.5,9.663142672152782
807,cap,shirt,6.5,9.82427181925041
808,cap,shoes,6.0,6.606024466945128
809,cap,shorts,7.0,9.307289772654263
810,cap,skirt,3.5,7.234888758779222
811,cap,socks,7.0,7.776673599791428
812,cap,suit,4.5,8.795334560175398
813,cap,sweater,6.5,9.58491002273551
814,cap,t-shirt,6.0,10.838837659739669
815,cap,tie,5.0,8.603375233823757
816,cap,top,8.5,9.920002444993004
817,cap,tracksuit,4.5,8.675270351010152
818,car,Mopeds,13.5,9.517023248772215
819,car,airplane,8.0,6.5629674231890265
820,car,bicycle,10.0,9.04064729109562
821,car,boat,9.0,8.70920320013558
822,car,bus,15.0,10.140572318473517
823,car,car,11.58695652173913,9.08208625429594
824,car,carriage,12.0,8.788156740138653
825,car,cart,12.0,9.039841091638195
826,car,helicopter,8.0,8.544949471168593
827,car,hovercraft,12.0,9.26526958872628
828,car,jeep,17.0,13.25587907800404
829,car,motorbike,14.0,12.192528541241341
830,car,rocket,7.5,4.291231272274449
831,car,skateboard,5.5,4.815273146539547
832,car,sled,8.0,6.614282383028904
833,car,submarine,7.5,5.666640081745655
834,car,taxi,18.0,13.027971541265035
835,car,tractor,12.0,8.854924818454492
836,car,trailer,15.0,10.426812180087893
837,car,train,12.0,8.840103484526686
838,car,tram,13.5,8.970405460235078
839,car,truck,15.0,12.83131226767993
840,car,van,17.0,13.172319443267169
841,car,zeppelin,5.0,6.319669777118726
842,carp,anchovy,7.0,8.46207755986281
843,carp,carp,7.190476190476191,9.852914940056351
844,carp,cod,8.0,11.261495796778032
845,carp,dolphin,2.5,5.014252525881828
846,carp,eel,7.5,9.560056330062325
847,carp,flatfish,8.0,10.594920750008244
848,carp,goldfish,16.0,13.30489718541757
849,carp,herring,8.0,12.158317112847115
850,carp,orca,2.0,4.909524559593838
851,carp,pike,8.0,10.934673927311977
852,carp,piranha,6.5,8.532369014711023
853,carp,plaice,8.0,10.374685883107087
854,carp,ray,5.5,11.018348413709813
855,carp,sardine,7.5,10.861039336028762
856,carp,shark,5.5,8.294765788605917
857,carp,squid,3.0,9.082150810822553
858,carp,stickleback,8.0,11.917518501970758
859,carp,trout,12.0,13.254729056975993
860,carriage,Mopeds,8.0,7.874943322661643
861,carriage,airplane,5.0,5.079282046248217
862,carriage,bicycle,11.0,9.01182198279066
863,carriage,boat,9.0,7.5558396667465715
864,carriage,bus,13.5,9.368475720675377
865,carriage,car,12.0,8.788156740138653
866,carriage,carriage,9.478260869565217,8.130377250700356
867,carriage,cart,15.0,10.776065434368665
868,carriage,helicopter,3.5,5.735138708807801
869,carriage,hovercraft,6.0,8.226678890962575
870,carriage,jeep,9.0,8.787040774976731
871,carriage,motorbike,6.5,8.24613994921517
872,carriage,rocket,3.5,2.941881733975573
873,carriage,skateboard,5.0,6.641143895006795
874,carriage,sled,14.5,10.556525484505432
875,carriage,submarine,3.5,3.7624260745436278
876,carriage,taxi,15.0,9.525245669393627
877,carriage,tractor,8.0,8.515524784460585
878,carriage,trailer,14.5,9.791180484824661
879,carriage,train,13.5,9.75000445537026
880,carriage,tram,13.0,10.156741371185703
881,carriage,truck,12.0,8.929239507915796
882,carriage,van,13.5,9.46144506305096
883,carriage,zeppelin,3.5,7.5177350042831215
884,cart,Mopeds,10.0,9.02190958112791
885,cart,airplane,4.5,3.5425077467425097
886,cart,bicycle,13.0,11.24769944872601
887,cart,boat,9.0,7.628313365744136
888,cart,bus,10.0,8.931217846553967
889,cart,car,12.0,9.039841091638195
890,cart,carriage,15.0,10.776065434368665
891,cart,cart,9.804347826086955,8.508198713381052
892,cart,helicopter,3.5,5.965903317384738
893,cart,hovercraft,8.0,9.078940674108866
894,cart,jeep,9.0,9.260558132697172
895,cart,motorbike,8.5,9.061075708638318
896,cart,rocket,3.5,5.486323868778721
897,cart,skateboard,12.0,9.677692482381158
898,cart,sled,15.0,10.236855361432726
899,cart,submarine,3.5,3.7621400084290224
900,cart,taxi,12.0,9.100740094875322
901,cart,tractor,11.0,10.314672790088556
902,cart,trailer,13.0,10.069826798206424
903,cart,train,11.0,8.731155798825144
904,cart,tram,11.0,9.831593582237538
905,cart,truck,14.5,9.539295816613127
906,cart,van,12.0,9.626186932959259
907,cart,zeppelin,4.5,5.758054525206719
908,cat,beaver,7.0,9.57873998011787
909,cat,cat,7.978260869565218,11.316246354025763
910,cat,cow,6.0,8.896434529702319
911,cat,deer,7.5,10.654235390958272
912,cat,dog,13.0,15.559906529955382
913,cat,donkey,7.0,9.019901897375487
914,cat,dromedary,5.5,9.871369090977934
915,cat,elephant,5.0,8.954300899040838
916,cat,fox,13.0,14.532118302276798
917,cat,giraffe,4.5,7.624527399053742
918,cat,hamster,7.5,10.312119266051695
919,cat,hedgehog,6.5,13.399146656758536
920,cat,hippopotamus,4.0,8.851442844326808
921,cat,horse,7.5,11.507281499320964
922,cat,lion,15.0,16.521509703206267
923,cat,llama,6.0,9.50382194742074
924,cat,mouse,7.0,12.35740488115686
925,cat,rabbit,10.0,12.759296608961726
926,cat,rhinoceros,4.0,10.309802108903828
927,cat,sheep,6.0,9.175502001148583
928,cat,squirrel,8.0,10.647632251784316
929,cat,tiger,15.0,16.865997041085254
930,cat,wolf,12.0,14.418878552321736
931,cat,zebra,6.5,8.952296760686629
932,caterpillar,ant,7.5,10.433573136899394
933,caterpillar,bee,7.0,9.834463450816962
934,caterpillar,beetle,7.5,11.0274821177528
935,caterpillar,bumblebee,6.0,9.469130587164358
936,caterpillar,butterfly,13.5,14.56539611244423
937,caterpillar,caterpillar,6.630434782608695,9.902654371918564
938,caterpillar,centipede,6.5,9.414642820106607
939,caterpillar,cockroach,6.0,8.767272659066672
940,caterpillar,cricket,5.5,10.212172783281948
941,caterpillar,dragonfly,4.5,8.952361824565163
942,caterpillar,earwig,7.0,9.132438235593344
943,caterpillar,flee,4.5,8.174376592503078
944,caterpillar,fly,6.0,9.44362380897342
945,caterpillar,grasshopper,8.0,10.62713101796589
946,caterpillar,horsefly,4.5,8.812909277563788
947,caterpillar,ladybug,6.5,9.936521811999373
948,caterpillar,leech,4.5,8.325304666531942
949,caterpillar,louse,6.0,8.109605427985366
950,caterpillar,maybug,7.0,11.030929768921542
951,caterpillar,mosquito,4.5,8.715595065218551
952,caterpillar,moth,13.5,14.390898908265317
953,caterpillar,spider,4.0,9.364447722447412
954,caterpillar,wasp,4.5,9.436421069488482
955,caterpillar,worm,8.0,9.584351688571322
956,cello,accordion,4.5,12.910346827228473
957,cello,bagpipe,3.5,9.585765551587741
958,cello,banjo,5.0,9.562439025172509
959,cello,bassoon,7.5,14.755651293582225
960,cello,cello,5.476190476190476,11.109191432685442
961,cello,clarinet,4.5,11.459719475255875
962,cello,cymbals,3.0,8.705419960174963
963,cello,drum,4.0,8.852512656554666
964,cello,flute,4.5,10.122274483002034
965,cello,guitar,12.0,12.758667466826488
966,cello,harmonica,4.0,8.744569569887432
967,cello,harp,7.5,14.710692208947673
968,cello,harpsichord,4.5,13.494041670494518
969,cello,organ,4.0,10.471519371608913
970,cello,piano,7.0,13.789635839116741
971,cello,saxophone,4.5,10.47903975461218
972,cello,synthesizer,5.0,9.407061314703718
973,cello,tambourine,2.5,8.073283515131756
974,cello,triangle,2.0,7.630151524343878
975,cello,trombone,5.5,10.820163877898299
976,cello,trumpet,5.0,9.643470341833222
977,cello,violin,15.0,17.31659435843097
978,centipede,ant,7.5,10.77537001582143
979,centipede,bee,4.0,8.837657836096618
980,centipede,beetle,6.5,10.20581575644404
981,centipede,bumblebee,3.0,7.030055158704679
982,centipede,butterfly,2.5,8.278979681771634
983,centipede,caterpillar,6.5,9.414642820106607
984,centipede,centipede,4.934782608695652,9.3374294436102
985,centipede,cockroach,7.0,10.398151682996168
986,centipede,cricket,5.5,10.554276771722968
987,centipede,dragonfly,3.5,8.641564783300751
988,centipede,earwig,7.5,10.193229286791148
989,centipede,flee,4.0,8.787298575787677
990,centipede,fly,4.0,9.049148719964897
991,centipede,grasshopper,5.0,9.838129555928344
992,centipede,horsefly,4.0,9.284877482840347
993,centipede,ladybug,4.0,8.739579018659168
994,centipede,leech,4.5,9.125759130632964
995,centipede,louse,4.5,7.875544301003588
996,centipede,maybug,5.0,9.561092472447921
997,centipede,mosquito,3.5,8.58793399503417
998,centipede,moth,3.0,9.574451484816098
999,centipede,spider,8.0,11.670133635380129
1000,centipede,wasp,4.0,9.748049868443907
1001,centipede,worm,6.5,8.589135168339347
1002,chameleon,alligator,4.5,8.02378522562151
1003,chameleon,chameleon,6.6,10.508514067462263
1004,chameleon,cobra,5.5,9.60620850774253
1005,chameleon,crocodile,4.5,9.014030024786775
1006,chameleon,dinosaur,4.5,6.488909118152913
1007,chameleon,frog,5.0,9.610668361962055
1008,chameleon,gecko,10.0,14.576982933936545
1009,chameleon,iguana,10.0,14.515313208536657
1010,chameleon,lizard,15.0,15.281488152587201
1011,chameleon,python,5.0,10.230315714399612
1012,chameleon,salamander,5.5,10.266528580144533
1013,chameleon,snake,7.5,11.41893472792423
1014,chameleon,toad,4.0,8.915761553144435
1015,chameleon,tortoise,6.0,10.396960933422978
1016,chameleon,turtle,6.0,10.118366477201572
1017,chameleon,viper,6.0,9.163457492370402
1018,chicken,blackbird,10.0,10.808343568067151
1019,chicken,canary,12.0,10.082469757559185
1020,chicken,chicken,10.847826086956522,10.449318332478995
1021,chicken,crow,9.0,10.161672697727585
1022,chicken,dove,14.0,11.51658347225375
1023,chicken,duck,14.5,14.051826671390344
1024,chicken,eagle,8.0,8.458274437809282
1025,chicken,falcon,8.0,8.291858395784155
1026,chicken,heron,8.0,9.204085945028929
1027,chicken,magpie,9.0,10.341148000851666
1028,chicken,ostrich,13.0,9.864363987926533
1029,chicken,parrot,12.0,10.890689220049701
1030,chicken,peacock,12.0,9.37243326723956
1031,chicken,pelican,8.0,8.726629045670801
1032,chicken,robin,12.0,11.723345223188094
1033,chicken,rooster,19.0,16.777272276613026
1034,chicken,seagull,9.0,8.916270828025192
1035,chicken,sparrow,12.0,11.289806862670188
1036,chicken,stork,10.0,9.046414273455019
1037,chicken,swallow,9.0,9.118973466253234
1038,chicken,swan,10.0,8.43100415760888
1039,chicken,turkey,15.0,15.904878191288091
1040,chicken,vulture,8.0,8.37384413884504
1041,chicken,woodpecker,8.0,8.98213376171151
1042,chisel,adjustable spanner,5.0,10.424825286969332
1043,chisel,anvil,6.5,7.164438433729275
1044,chisel,axe,11.0,11.8080272105762
1045,chisel,chisel,8.375,10.333328678270396
1046,chisel,crowbar,10.0,12.627237710131743
1047,chisel,drill,11.0,10.287938458764625
1048,chisel,file,13.0,11.576938033894919
1049,chisel,hammer,12.0,13.13844559666391
1050,chisel,knife,15.0,14.120119382279569
1051,chisel,level,5.0,10.125679723717024
1052,chisel,nail,6.0,9.876989069614279
1053,chisel,pickaxe,10.0,10.480864366493485
1054,chisel,plane,15.0,12.749681968668169
1055,chisel,plough,6.0,4.418952742192832
1056,chisel,rope,2.5,7.130750293585971
1057,chisel,saw,10.0,12.314770609134449
1058,chisel,screwdriver,12.0,11.617108213773509
1059,chisel,shovel,6.5,10.72449109312209
1060,chisel,tongs,4.0,10.72483433352718
1061,chisel,wheelbarrow,2.5,4.952320139775968
1062,chisel,wrench,4.5,10.402160898793403
1063,clarinet,accordion,4.5,13.352580815122357
1064,clarinet,bagpipe,6.0,11.034138777312688
1065,clarinet,banjo,3.5,9.616187274865654
1066,clarinet,bassoon,12.0,14.380934115763852
1067,clarinet,cello,4.5,11.459719475255875
1068,clarinet,clarinet,5.714285714285714,11.50826880501185
1069,clarinet,cymbals,3.0,8.642962119442268
1070,clarinet,drum,3.5,9.159254141191575
1071,clarinet,flute,10.0,15.748008204716651
1072,clarinet,guitar,4.5,10.628485081464353
1073,clarinet,harmonica,8.0,12.036993175683058
1074,clarinet,harp,3.5,11.047615426226962
1075,clarinet,harpsichord,4.0,9.60333594666506
1076,clarinet,organ,4.5,11.367727119813154
1077,clarinet,piano,4.0,10.93387562295732
1078,clarinet,saxophone,14.5,16.44473671931448
1079,clarinet,synthesizer,5.0,10.592458584175933
1080,clarinet,tambourine,2.5,8.815430893170788
1081,clarinet,triangle,2.5,7.42787950728353
1082,clarinet,trombone,7.0,11.673758547725862
1083,clarinet,trumpet,8.0,14.559511548509963
1084,clarinet,violin,5.0,13.148051808587478
1085,club,axe,13.0,11.89749590567771
1086,club,bazooka,2.0,6.150873832180039
1087,club,bow,4.0,8.949560528209197
1088,club,canon,2.0,4.879226222978343
1089,club,club,5.78125,8.584159270290362
1090,club,dagger,6.5,9.574606548480975
1091,club,grenade,2.5,8.326104822607036
1092,club,pistol,3.0,8.68332018107328
1093,club,rifle,2.5,6.914356822968179
1094,club,rope,3.0,8.01344246199021
1095,club,shield,9.0,9.832476079741948
1096,club,slingshot,4.5,8.70151055465654
1097,club,spear,8.0,10.84050296227708
1098,club,stick,17.5,12.72052130016309
