Argument 1-Premise 1,Argument 1-Premise 2,Argument 1-Conclusion,Argument 2-Premise 1,Argument 2-Premise 2,Argument 2-Conclusion,Argument 2 Chosen,participant_id
submarine,,boat,boat,,submarine,0,60a0b744298c64d46b63e893
parakeet,,canary,canary,,parakeet,0,60a0b744298c64d46b63e893
falcon,,eagle,eagle,,falcon,1,60a0b744298c64d46b63e893
zebra,,donkey,donkey,,zebra,1,60a0b744298c64d46b63e893
flute,,pan flute,pan flute,,flute,1,60a0b744298c64d46b63e893
machine gun,,pistol,pistol,,machine gun,1,60a0b744298c64d46b63e893
truck,,car,car,,truck,0,60a0b744298c64d46b63e893
whale,,orca,orca,,whale,0,60a0b744298c64d46b63e893
bumblebee,,bee,bee,,bumblebee,0,60a0b744298c64d46b63e893
recorder,,clarinet,clarinet,,recorder,0,60a0b744298c64d46b63e893
mouse,,hamster,hamster,,mouse,1,60a0b744298c64d46b63e893
rooster,,chicken,chicken,,rooster,0,60a0b744298c64d46b63e893
pants,,jeans,jeans,,pants,1,60a0b744298c64d46b63e893
wasp,,bumblebee,bumblebee,,wasp,0,60a0b744298c64d46b63e893
tiger,,lion,lion,,tiger,0,60a0b744298c64d46b63e893
tiger,,lion,lion,,tiger,0,5685850c333cbd000d4e042f
bumblebee,,bee,bee,,bumblebee,0,5685850c333cbd000d4e042f
submarine,,boat,boat,,submarine,0,5685850c333cbd000d4e042f
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,1,5685850c333cbd000d4e042f
stork,,heron,heron,,stork,0,5685850c333cbd000d4e042f
airplane,,helicopter,helicopter,,airplane,1,5685850c333cbd000d4e042f
bass guitar,,guitar,guitar,,bass guitar,0,5685850c333cbd000d4e042f
vulture,,eagle,eagle,,vulture,0,5685850c333cbd000d4e042f
crocodile,,alligator,alligator,,crocodile,0,5685850c333cbd000d4e042f
falcon,,eagle,eagle,,falcon,0,5685850c333cbd000d4e042f
wasp,,bumblebee,bumblebee,,wasp,1,5685850c333cbd000d4e042f
mouse,,hamster,hamster,,mouse,1,5685850c333cbd000d4e042f
banjo,,guitar,guitar,,banjo,0,5685850c333cbd000d4e042f
wolf,,dog,dog,,wolf,0,5685850c333cbd000d4e042f
go-cart,,car,car,,go-cart,0,5685850c333cbd000d4e042f
cello,,double bass,double bass,,cello,0,5685850c333cbd000d4e042f
sardine,,anchovy,anchovy,,sardine,1,5685850c333cbd000d4e042f
organ,,synthesizer,synthesizer,,organ,0,5685850c333cbd000d4e042f
snake,,boa,boa,,snake,1,5685850c333cbd000d4e042f
horse,,donkey,donkey,,horse,1,5685850c333cbd000d4e042f
parakeet,,canary,canary,,parakeet,1,5685850c333cbd000d4e042f
fruit fly,,fly,fly,,fruit fly,0,5685850c333cbd000d4e042f
whale,,orca,orca,,whale,1,5685850c333cbd000d4e042f
whale,,sperm whale,sperm whale,,whale,1,5685850c333cbd000d4e042f
swan,,duck,duck,,swan,0,5685850c333cbd000d4e042f
tiger,,cat,cat,,tiger,0,5685850c333cbd000d4e042f
machine gun,,pistol,pistol,,machine gun,1,5685850c333cbd000d4e042f
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,1,5685850c333cbd000d4e042f
trombone,,trumpet,trumpet,,trombone,0,5685850c333cbd000d4e042f
wolf,,fox,fox,,wolf,1,5685850c333cbd000d4e042f
turtle,,tortoise,tortoise,,turtle,1,5685850c333cbd000d4e042f
zebra,,horse,horse,,zebra,0,5685850c333cbd000d4e042f
blouse,,shirt,shirt,,blouse,0,5685850c333cbd000d4e042f
organ,,piano,piano,,organ,0,5685850c333cbd000d4e042f
flute,,pan flute,pan flute,,flute,1,5685850c333cbd000d4e042f
saxophone,,trumpet,trumpet,,saxophone,1,656f0ce82c0ba5e95ad58a03
submarine,,boat,boat,,submarine,1,656f0ce82c0ba5e95ad58a03
banjo,,guitar,guitar,,banjo,1,656f0ce82c0ba5e95ad58a03
truck,,car,car,,truck,1,656f0ce82c0ba5e95ad58a03
parakeet,,canary,canary,,parakeet,1,656f0ce82c0ba5e95ad58a03
wolf,,dog,dog,,wolf,0,656f0ce82c0ba5e95ad58a03
cello,,violin,violin,,cello,1,656f0ce82c0ba5e95ad58a03
tiger,,lion,lion,,tiger,0,656f0ce82c0ba5e95ad58a03
airplane,,helicopter,helicopter,,airplane,0,656f0ce82c0ba5e95ad58a03
wolf,,fox,fox,,wolf,0,656f0ce82c0ba5e95ad58a03
stork,,heron,heron,,stork,0,656f0ce82c0ba5e95ad58a03
sparrow,,robin,robin,,sparrow,1,656f0ce82c0ba5e95ad58a03
whale,,sperm whale,sperm whale,,whale,0,656f0ce82c0ba5e95ad58a03
train,,subway train,subway train,,train,0,656f0ce82c0ba5e95ad58a03
crocodile,,alligator,alligator,,crocodile,0,656f0ce82c0ba5e95ad58a03
zebra,,horse,horse,,zebra,0,656f0ce82c0ba5e95ad58a03
whale,,orca,orca,,whale,0,656f0ce82c0ba5e95ad58a03
bass guitar,,guitar,guitar,,bass guitar,1,656f0ce82c0ba5e95ad58a03
cello,,double bass,double bass,,cello,1,656f0ce82c0ba5e95ad58a03
turtle,,tortoise,tortoise,,turtle,0,656f0ce82c0ba5e95ad58a03
sparrow,,chickadee,chickadee,,sparrow,0,656f0ce82c0ba5e95ad58a03
organ,,piano,piano,,organ,0,656f0ce82c0ba5e95ad58a03
organ,,synthesizer,synthesizer,,organ,0,656f0ce82c0ba5e95ad58a03
bumblebee,,bee,bee,,bumblebee,1,656f0ce82c0ba5e95ad58a03
piano,,synthesizer,synthesizer,,piano,0,656f0ce82c0ba5e95ad58a03
mouse,,hamster,hamster,,mouse,1,656f0ce82c0ba5e95ad58a03
axe,,knife,knife,,axe,1,656f0ce82c0ba5e95ad58a03
vulture,,eagle,eagle,,vulture,1,656f0ce82c0ba5e95ad58a03
wasp,,bee,bee,,wasp,1,656f0ce82c0ba5e95ad58a03
snake,,boa,boa,,snake,0,656f0ce82c0ba5e95ad58a03
pants,,jeans,jeans,,pants,0,656f0ce82c0ba5e95ad58a03
falcon,,eagle,eagle,,falcon,1,656f0ce82c0ba5e95ad58a03
wasp,,bumblebee,bumblebee,,wasp,1,656f0ce82c0ba5e95ad58a03
sardine,,anchovy,anchovy,,sardine,1,656f0ce82c0ba5e95ad58a03
recorder,,clarinet,clarinet,,recorder,1,656f0ce82c0ba5e95ad58a03
trombone,,trumpet,trumpet,,trombone,1,657b111e0f834cfa496bd068
banjo,,guitar,guitar,,banjo,1,657b111e0f834cfa496bd068
crocodile,,alligator,alligator,,crocodile,0,657b111e0f834cfa496bd068
rifle,,pistol,pistol,,rifle,0,657b111e0f834cfa496bd068
horse,,donkey,donkey,,horse,0,657b111e0f834cfa496bd068
recorder,,clarinet,clarinet,,recorder,1,657b111e0f834cfa496bd068
wasp,,bumblebee,bumblebee,,wasp,0,657b111e0f834cfa496bd068
train,,subway train,subway train,,train,1,657b111e0f834cfa496bd068
blouse,,shirt,shirt,,blouse,1,657b111e0f834cfa496bd068
go-cart,,car,car,,go-cart,1,657b111e0f834cfa496bd068
parakeet,,canary,canary,,parakeet,0,657b111e0f834cfa496bd068
machine gun,,pistol,pistol,,machine gun,1,657b111e0f834cfa496bd068
whale,,sperm whale,sperm whale,,whale,0,657b111e0f834cfa496bd068
mouse,,hamster,hamster,,mouse,1,657b111e0f834cfa496bd068
organ,,piano,piano,,organ,0,657b111e0f834cfa496bd068
wolf,,dog,dog,,wolf,1,657b111e0f834cfa496bd068
submarine,,boat,boat,,submarine,0,657b111e0f834cfa496bd068
wolf,,fox,fox,,wolf,1,657b111e0f834cfa496bd068
snake,,boa,boa,,snake,0,657b111e0f834cfa496bd068
rooster,,chicken,chicken,,rooster,0,657b111e0f834cfa496bd068
sparrow,,chickadee,chickadee,,sparrow,0,657b111e0f834cfa496bd068
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,0,657b111e0f834cfa496bd068
swan,,duck,duck,,swan,1,657b111e0f834cfa496bd068
turtle,,tortoise,tortoise,,turtle,0,657b111e0f834cfa496bd068
whale,,orca,orca,,whale,1,657b111e0f834cfa496bd068
flute,,pan flute,pan flute,,flute,1,657b111e0f834cfa496bd068
turkey,,chicken,chicken,,turkey,0,657b111e0f834cfa496bd068
cello,,double bass,double bass,,cello,0,657b111e0f834cfa496bd068
airplane,,helicopter,helicopter,,airplane,0,657b111e0f834cfa496bd068
organ,,synthesizer,synthesizer,,organ,1,657b111e0f834cfa496bd068
pants,,jeans,jeans,,pants,1,657b111e0f834cfa496bd068
truck,,car,car,,truck,1,657b111e0f834cfa496bd068
cello,,violin,violin,,cello,0,657b111e0f834cfa496bd068
sardine,,anchovy,anchovy,,sardine,0,657b111e0f834cfa496bd068
bumblebee,,bee,bee,,bumblebee,0,657b111e0f834cfa496bd068
airplane,,helicopter,helicopter,,airplane,0,65b50d2077bdee11466fdc29
cello,,violin,violin,,cello,1,65b50d2077bdee11466fdc29
bass guitar,,guitar,guitar,,bass guitar,0,65b50d2077bdee11466fdc29
crocodile,,alligator,alligator,,crocodile,1,65b50d2077bdee11466fdc29
rifle,,pistol,pistol,,rifle,1,65b50d2077bdee11466fdc29
vulture,,eagle,eagle,,vulture,1,65b50d2077bdee11466fdc29
machine gun,,pistol,pistol,,machine gun,1,65b50d2077bdee11466fdc29
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,1,65b50d2077bdee11466fdc29
organ,,piano,piano,,organ,0,65b50d2077bdee11466fdc29
zebra,,horse,horse,,zebra,0,65b50d2077bdee11466fdc29
axe,,knife,knife,,axe,0,65b50d2077bdee11466fdc29
train,,subway train,subway train,,train,1,65b50d2077bdee11466fdc29
piano,,synthesizer,synthesizer,,piano,0,65b50d2077bdee11466fdc29
zebra,,donkey,donkey,,zebra,0,65b50d2077bdee11466fdc29
recorder,,clarinet,clarinet,,recorder,0,65b50d2077bdee11466fdc29
submarine,,boat,boat,,submarine,1,65b50d2077bdee11466fdc29
parakeet,,canary,canary,,parakeet,1,65b50d2077bdee11466fdc29
mouse,,hamster,hamster,,mouse,1,65b50d2077bdee11466fdc29
sardine,,anchovy,anchovy,,sardine,1,65b50d2077bdee11466fdc29
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,0,65b50d2077bdee11466fdc29
tiger,,cat,cat,,tiger,1,65b50d2077bdee11466fdc29
pants,,jeans,jeans,,pants,1,65b50d2077bdee11466fdc29
go-cart,,car,car,,go-cart,0,65b50d2077bdee11466fdc29
flute,,pan flute,pan flute,,flute,1,65b50d2077bdee11466fdc29
wasp,,bumblebee,bumblebee,,wasp,0,65b50d2077bdee11466fdc29
truck,,car,car,,truck,0,65b50d2077bdee11466fdc29
swan,,duck,duck,,swan,0,65b50d2077bdee11466fdc29
blouse,,shirt,shirt,,blouse,0,65b50d2077bdee11466fdc29
banjo,,guitar,guitar,,banjo,1,65b50d2077bdee11466fdc29
whale,,orca,orca,,whale,1,65b50d2077bdee11466fdc29
sparrow,,chickadee,chickadee,,sparrow,1,65b50d2077bdee11466fdc29
trombone,,trumpet,trumpet,,trombone,1,65b50d2077bdee11466fdc29
turkey,,chicken,chicken,,turkey,0,65b50d2077bdee11466fdc29
organ,,synthesizer,synthesizer,,organ,0,65b50d2077bdee11466fdc29
wolf,,dog,dog,,wolf,1,65b50d2077bdee11466fdc29
truck,,car,car,,truck,0,64360d6189dec3ac8afc9a78
flute,,pan flute,pan flute,,flute,1,64360d6189dec3ac8afc9a78
crocodile,,alligator,alligator,,crocodile,0,64360d6189dec3ac8afc9a78
trombone,,trumpet,trumpet,,trombone,0,64360d6189dec3ac8afc9a78
banjo,,guitar,guitar,,banjo,0,64360d6189dec3ac8afc9a78
bumblebee,,bee,bee,,bumblebee,0,64360d6189dec3ac8afc9a78
wolf,,dog,dog,,wolf,0,64360d6189dec3ac8afc9a78
submarine,,boat,boat,,submarine,0,64360d6189dec3ac8afc9a78
tiger,,lion,lion,,tiger,0,64360d6189dec3ac8afc9a78
sardine,,anchovy,anchovy,,sardine,1,64360d6189dec3ac8afc9a78
parakeet,,canary,canary,,parakeet,0,64360d6189dec3ac8afc9a78
train,,subway train,subway train,,train,0,64360d6189dec3ac8afc9a78
airplane,,helicopter,helicopter,,airplane,1,64360d6189dec3ac8afc9a78
falcon,,eagle,eagle,,falcon,0,64360d6189dec3ac8afc9a78
snake,,boa,boa,,snake,1,64360d6189dec3ac8afc9a78
organ,,piano,piano,,organ,1,64360d6189dec3ac8afc9a78
recorder,,clarinet,clarinet,,recorder,0,64360d6189dec3ac8afc9a78
cello,,double bass,double bass,,cello,1,64360d6189dec3ac8afc9a78
go-cart,,car,car,,go-cart,0,64360d6189dec3ac8afc9a78
stork,,heron,heron,,stork,0,64360d6189dec3ac8afc9a78
organ,,synthesizer,synthesizer,,organ,1,64360d6189dec3ac8afc9a78
rooster,,chicken,chicken,,rooster,0,64360d6189dec3ac8afc9a78
axe,,knife,knife,,axe,0,64360d6189dec3ac8afc9a78
swan,,duck,duck,,swan,0,64360d6189dec3ac8afc9a78
mouse,,hamster,hamster,,mouse,1,64360d6189dec3ac8afc9a78
blouse,,shirt,shirt,,blouse,1,64360d6189dec3ac8afc9a78
machine gun,,pistol,pistol,,machine gun,1,64360d6189dec3ac8afc9a78
piano,,synthesizer,synthesizer,,piano,1,64360d6189dec3ac8afc9a78
wasp,,bee,bee,,wasp,1,64360d6189dec3ac8afc9a78
wolf,,fox,fox,,wolf,1,64360d6189dec3ac8afc9a78
zebra,,donkey,donkey,,zebra,0,64360d6189dec3ac8afc9a78
rhinoceros,,hippopotamus,hippopotamus,,rhinoceros,0,64360d6189dec3ac8afc9a78
pants,,jeans,jeans,,pants,1,64360d6189dec3ac8afc9a78
cello,,violin,violin,,cello,0,64360d6189dec3ac8afc9a78
whale,,sperm whale,sperm whale,,whale,1,64360d6189dec3ac8afc9a78
trombone,,trumpet,trumpet,,trombone,1,5fc7977f990ff909859b4b77
whale,,sperm whale,sperm whale,,whale,0,5fc7977f990ff909859b4b77
machine gun,,pistol,pistol,,machine gun,1,5fc7977f990ff909859b4b77
zebra,,horse,horse,,zebra,1,5fc7977f990ff909859b4b77
axe,,knife,knife,,axe,1,5fc7977f990ff909859b4b77
bass guitar,,guitar,guitar,,bass guitar,1,5fc7977f990ff909859b4b77
airplane,,helicopter,helicopter,,airplane,0,5fc7977f990ff909859b4b77
bumblebee,,bee,bee,,bumblebee,1,5fc7977f990ff909859b4b77
banjo,,guitar,guitar,,banjo,1,5fc7977f990ff909859b4b77
wolf,,fox,fox,,wolf,0,5fc7977f990ff909859b4b77
swan,,duck,duck,,swan,1,5fc7977f990ff909859b4b77
crocodile,,alligator,alligator,,crocodile,0,5fc7977f990ff909859b4b77
truck,,car,car,,truck,1,5fc7977f990ff909859b4b77
turkey,,chicken,chicken,,turkey,1,5fc7977f990ff909859b4b77
snake,,boa,boa,,snake,0,5fc7977f990ff909859b4b77
blouse,,shirt,shirt,,blouse,1,5fc7977f990ff909859b4b77
sardine,,anchovy,anchovy,,sardine,0,5fc7977f990ff909859b4b77
whale,,orca,orca,,whale,0,5fc7977f990ff909859b4b77
tiger,,lion,lion,,tiger,0,5fc7977f990ff909859b4b77
rooster,,chicken,chicken,,rooster,1,5fc7977f990ff909859b4b77
mouse,,hamster,hamster,,mouse,1,5fc7977f990ff909859b4b77
saxophone,,trumpet,trumpet,,saxophone,1,5fc7977f990ff909859b4b77
recorder,,clarinet,clarinet,,recorder,0,5fc7977f990ff909859b4b77
stork,,heron,heron,,stork,0,5fc7977f990ff909859b4b77
vulture,,eagle,eagle,,vulture,1,5fc7977f990ff909859b4b77
sparrow,,chickadee,chickadee,,sparrow,0,5fc7977f990ff909859b4b77
zebra,,donkey,donkey,,zebra,1,5fc7977f990ff909859b4b77
cello,,double bass,double bass,,cello,0,5fc7977f990ff909859b4b77
wolf,,dog,dog,,wolf,1,5fc7977f990ff909859b4b77
turtle,,tortoise,tortoise,,turtle,1,5fc7977f990ff909859b4b77
organ,,synthesizer,synthesizer,,organ,1,5fc7977f990ff909859b4b77
organ,,piano,piano,,organ,1,5fc7977f990ff909859b4b77
wasp,,bumblebee,bumblebee,,wasp,0,5fc7977f990ff909859b4b77
wasp,,bee,bee,,wasp,1,5fc7977f990ff909859b4b77
rifle,,double barrelled shotgun,double barrelled shotgun,,rifle,0,5fc7977f990ff909859b4b77
