,Premise 1,Conclusion 1,Distractor 1,Conclusion 2,Distractor 2,Participant Group,Conclusion 1 Chosen,Conclusion 2 Chosen,participant_id
1158,salmon,shark,horse,pig,whale,Distractor 1,True,False,63d6c8b398b284a355e65870
1159,pelican,polar bear,bus,airplane,penguin,Distractor 1,False,True,63d6c8b398b284a355e65870
1160,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,63d6c8b398b284a355e65870
1161,robin,mouse,car,airplane,hamster,Distractor 1,False,True,63d6c8b398b284a355e65870
1162,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,63d6c8b398b284a355e65870
1163,crow,mouse,bus,airplane,hamster,Distractor 1,False,True,63d6c8b398b284a355e65870
1164,duck,pelican,horse,cow,seagull,Distractor 1,True,False,63d6c8b398b284a355e65870
1165,salmon,shark,sparrow,chicken,whale,Distractor 1,True,False,63d6c8b398b284a355e65870
1166,tank,truck,pistol,rifle,car,Distractor 1,False,True,63d6c8b398b284a355e65870
1167,owl,polar bear,bus,airplane,penguin,Distractor 1,False,True,63d6c8b398b284a355e65870
1168,cello,guitar,organ,piano,bass guitar,Distractor 1,True,False,63d6c8b398b284a355e65870
1169,owl,polar bear,car,airplane,penguin,Distractor 1,False,True,63d6c8b398b284a355e65870
1170,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,63d6c8b398b284a355e65870
1171,blackbird,mouse,car,airplane,hamster,Distractor 1,False,True,63d6c8b398b284a355e65870
1172,sparrow,mouse,bus,airplane,hamster,Distractor 1,False,True,63d6c8b398b284a355e65870
1173,cobra,alligator,toad,frog,crocodile,Distractor 1,True,False,63d6c8b398b284a355e65870
1174,blackbird,mouse,bus,airplane,hamster,Distractor 1,False,True,63d6c8b398b284a355e65870
1175,snake,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,63d6c8b398b284a355e65870
1176,duck,pelican,horse,pig,seagull,Distractor 1,True,False,63d6c8b398b284a355e65870
1177,trout,shark,horse,pig,dolphin,Distractor 1,True,False,63d6c8b398b284a355e65870
1178,snake,alligator,toad,frog,crocodile,Distractor 1,True,False,63d6c8b398b284a355e65870
1179,salmon,orca,horse,pig,whale,Distractor 1,True,False,63d6c8b398b284a355e65870
1180,robin,polar bear,car,airplane,penguin,Distractor 1,False,True,63d6c8b398b284a355e65870
1181,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,True,63d6c8b398b284a355e65870
1182,tank,car,pistol,rifle,truck,Distractor 1,False,True,63d6c8b398b284a355e65870
1183,owl,cat,bus,airplane,lion,Distractor 1,False,True,63d6c8b398b284a355e65870
1184,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,True,False,63d6c8b398b284a355e65870
1185,snake,alligator,gecko,lizard,crocodile,Distractor 1,False,True,63d6c8b398b284a355e65870
1186,trout,orca,horse,pig,whale,Distractor 1,True,False,63d6c8b398b284a355e65870
1187,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,63d6c8b398b284a355e65870
1188,blackbird,polar bear,car,airplane,penguin,Distractor 1,False,True,63d6c8b398b284a355e65870
1189,robin,mouse,bus,airplane,hamster,Distractor 1,False,True,63d6c8b398b284a355e65870
1190,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1191,pelican,mouse,bus,airplane,hamster,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1192,owl,cat,bus,airplane,lion,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1193,duck,pelican,horse,pig,seagull,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1194,snake,alligator,toad,frog,crocodile,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1195,pelican,polar bear,bus,airplane,penguin,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1196,duck,pelican,horse,cow,seagull,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1197,trout,shark,horse,pig,dolphin,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1198,owl,polar bear,bus,airplane,penguin,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1199,cat,hamster,zebra,horse,mouse,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1200,sparrow,mouse,bus,airplane,hamster,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1201,salmon,shark,sparrow,chicken,whale,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1202,salmon,shark,sparrow,chicken,dolphin,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1203,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1204,cobra,alligator,toad,frog,crocodile,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1205,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1206,snake,alligator,chameleon,lizard,crocodile,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1207,trout,shark,horse,pig,whale,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1208,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,True,6012e691ac1f2b0bbbf29d19
1209,tank,car,pistol,rifle,truck,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1210,car,motorbike,tram,train,bicycle,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1211,crow,mouse,bus,airplane,hamster,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1212,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1213,blackbird,mouse,bus,airplane,hamster,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1214,robin,mouse,bus,airplane,hamster,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1215,blackbird,polar bear,car,airplane,penguin,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1216,pelican,polar bear,van,airplane,penguin,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1217,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1218,snake,alligator,gecko,lizard,crocodile,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1219,salmon,shark,horse,pig,whale,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1220,owl,polar bear,car,airplane,penguin,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1221,blackbird,polar bear,bus,airplane,penguin,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1222,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1223,trout,orca,horse,pig,whale,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1224,cobra,alligator,gecko,lizard,crocodile,Distractor 1,True,False,6012e691ac1f2b0bbbf29d19
1225,blackbird,mouse,car,airplane,hamster,Distractor 1,True,False,616cbfb55486b52d735885fa
1226,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,616cbfb55486b52d735885fa
1227,pelican,polar bear,bus,airplane,penguin,Distractor 1,True,False,616cbfb55486b52d735885fa
1228,cobra,alligator,gecko,lizard,crocodile,Distractor 1,False,True,616cbfb55486b52d735885fa
1229,blackbird,polar bear,bus,airplane,penguin,Distractor 1,False,True,616cbfb55486b52d735885fa
1230,cat,hamster,zebra,horse,mouse,Distractor 1,True,False,616cbfb55486b52d735885fa
1231,pelican,mouse,bus,airplane,hamster,Distractor 1,True,False,616cbfb55486b52d735885fa
1232,duck,pelican,horse,pig,seagull,Distractor 1,True,False,616cbfb55486b52d735885fa
1233,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,616cbfb55486b52d735885fa
1234,trout,shark,horse,pig,dolphin,Distractor 1,True,False,616cbfb55486b52d735885fa
1235,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,616cbfb55486b52d735885fa
1236,pelican,polar bear,van,airplane,penguin,Distractor 1,True,False,616cbfb55486b52d735885fa
1237,blackbird,mouse,bus,airplane,hamster,Distractor 1,True,False,616cbfb55486b52d735885fa
1238,salmon,orca,horse,pig,whale,Distractor 1,True,False,616cbfb55486b52d735885fa
1239,crow,mouse,bus,airplane,hamster,Distractor 1,True,False,616cbfb55486b52d735885fa
1240,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,616cbfb55486b52d735885fa
1241,tank,car,pistol,rifle,truck,Distractor 1,True,False,616cbfb55486b52d735885fa
1242,snake,alligator,toad,frog,crocodile,Distractor 1,True,False,616cbfb55486b52d735885fa
1243,cobra,alligator,toad,frog,crocodile,Distractor 1,True,False,616cbfb55486b52d735885fa
1244,blackbird,polar bear,car,airplane,penguin,Distractor 1,True,False,616cbfb55486b52d735885fa
1245,owl,cat,bus,airplane,lion,Distractor 1,True,False,616cbfb55486b52d735885fa
1246,cello,guitar,organ,piano,bass guitar,Distractor 1,True,False,616cbfb55486b52d735885fa
1247,trout,shark,horse,pig,whale,Distractor 1,True,False,616cbfb55486b52d735885fa
1248,tank,truck,pistol,rifle,car,Distractor 1,True,False,616cbfb55486b52d735885fa
1249,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,True,616cbfb55486b52d735885fa
1250,salmon,shark,horse,pig,whale,Distractor 1,True,False,616cbfb55486b52d735885fa
1251,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,616cbfb55486b52d735885fa
1252,salmon,shark,sparrow,chicken,dolphin,Distractor 1,True,False,616cbfb55486b52d735885fa
1253,sparrow,mouse,bus,airplane,hamster,Distractor 1,True,False,616cbfb55486b52d735885fa
1254,car,motorbike,tram,train,bicycle,Distractor 1,False,False,616cbfb55486b52d735885fa
1255,snake,alligator,gecko,lizard,crocodile,Distractor 1,True,False,616cbfb55486b52d735885fa
1256,duck,pelican,horse,cow,seagull,Distractor 1,True,False,616cbfb55486b52d735885fa
1257,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,True,False,616cbfb55486b52d735885fa
1258,robin,polar bear,car,airplane,penguin,Distractor 1,True,False,616cbfb55486b52d735885fa
1259,owl,polar bear,car,airplane,penguin,Distractor 1,True,False,616cbfb55486b52d735885fa
1260,tank,car,pistol,rifle,truck,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1261,salmon,shark,sparrow,chicken,whale,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1262,pelican,mouse,bus,airplane,hamster,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1263,trout,shark,horse,pig,dolphin,Distractor 1,True,False,5e70bd5480f43a0009625d4c
1264,robin,mouse,bus,airplane,hamster,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1265,cat,hamster,zebra,horse,mouse,Distractor 1,True,False,5e70bd5480f43a0009625d4c
1266,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,5e70bd5480f43a0009625d4c
1267,blackbird,mouse,car,airplane,hamster,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1268,robin,mouse,car,airplane,hamster,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1269,cello,guitar,organ,piano,bass guitar,Distractor 1,False,False,5e70bd5480f43a0009625d4c
1270,trout,orca,horse,pig,whale,Distractor 1,True,False,5e70bd5480f43a0009625d4c
1271,blackbird,mouse,bus,airplane,hamster,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1272,duck,pelican,horse,pig,seagull,Distractor 1,True,False,5e70bd5480f43a0009625d4c
1273,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,5e70bd5480f43a0009625d4c
1274,pelican,polar bear,van,airplane,penguin,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1275,snake,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1276,robin,polar bear,car,airplane,penguin,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1277,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,5e70bd5480f43a0009625d4c
1278,owl,cat,bus,airplane,lion,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1279,salmon,shark,horse,pig,whale,Distractor 1,True,False,5e70bd5480f43a0009625d4c
1280,crow,mouse,bus,airplane,hamster,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1281,duck,pelican,goldfish,salmon,seagull,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1282,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1283,tank,truck,pistol,rifle,car,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1284,blackbird,polar bear,car,airplane,penguin,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1285,car,motorbike,tram,train,bicycle,Distractor 1,True,False,5e70bd5480f43a0009625d4c
1286,owl,polar bear,car,airplane,penguin,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1287,owl,polar bear,bus,airplane,penguin,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1288,salmon,shark,sparrow,chicken,dolphin,Distractor 1,True,False,5e70bd5480f43a0009625d4c
1289,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,False,5e70bd5480f43a0009625d4c
1290,trout,shark,horse,pig,whale,Distractor 1,True,False,5e70bd5480f43a0009625d4c
1291,duck,pelican,horse,cow,seagull,Distractor 1,True,False,5e70bd5480f43a0009625d4c
1292,pelican,polar bear,bus,airplane,penguin,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1293,salmon,orca,horse,pig,whale,Distractor 1,False,True,5e70bd5480f43a0009625d4c
1294,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,5e70bd5480f43a0009625d4c
1295,cello,guitar,organ,piano,bass guitar,Distractor 2,False,True,63d5021468a31efc02740c1e
1296,owl,polar bear,car,airplane,penguin,Distractor 2,False,False,63d5021468a31efc02740c1e
1297,eagle,rooster,pelican,seagull,chicken,Distractor 2,False,False,63d5021468a31efc02740c1e
1298,dolphin,whale,herring,cod,sperm whale,Distractor 2,True,False,63d5021468a31efc02740c1e
1299,salmon,shark,horse,pig,whale,Distractor 2,False,False,63d5021468a31efc02740c1e
1300,salmon,shark,sparrow,chicken,whale,Distractor 2,False,False,63d5021468a31efc02740c1e
1301,salmon,shark,sparrow,chicken,dolphin,Distractor 2,False,False,63d5021468a31efc02740c1e
1302,cobra,alligator,chameleon,lizard,crocodile,Distractor 2,False,False,63d5021468a31efc02740c1e
1303,robin,mouse,car,airplane,hamster,Distractor 2,False,False,63d5021468a31efc02740c1e
1304,pelican,mouse,bus,airplane,hamster,Distractor 2,False,False,63d5021468a31efc02740c1e
1305,car,motorbike,tram,train,bicycle,Distractor 2,False,True,63d5021468a31efc02740c1e
1306,trout,orca,horse,pig,whale,Distractor 2,True,False,63d5021468a31efc02740c1e
1307,robin,mouse,bus,airplane,hamster,Distractor 2,False,False,63d5021468a31efc02740c1e
1308,snake,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,63d5021468a31efc02740c1e
1309,tank,truck,pistol,rifle,car,Distractor 2,True,False,63d5021468a31efc02740c1e
1310,blackbird,polar bear,bus,airplane,penguin,Distractor 2,False,False,63d5021468a31efc02740c1e
1311,blackbird,polar bear,car,airplane,penguin,Distractor 2,False,False,63d5021468a31efc02740c1e
1312,sparrow,mouse,bus,airplane,hamster,Distractor 2,False,False,63d5021468a31efc02740c1e
1313,tank,car,pistol,rifle,truck,Distractor 2,False,False,63d5021468a31efc02740c1e
1314,salmon,orca,horse,pig,whale,Distractor 2,True,False,63d5021468a31efc02740c1e
1315,robin,polar bear,car,airplane,penguin,Distractor 2,False,False,63d5021468a31efc02740c1e
1316,owl,cat,bus,airplane,lion,Distractor 2,False,True,63d5021468a31efc02740c1e
1317,salmon,sperm whale,horse,pig,whale,Distractor 2,True,False,63d5021468a31efc02740c1e
1318,snake,alligator,gecko,lizard,crocodile,Distractor 2,False,True,63d5021468a31efc02740c1e
1319,salmon,shark,horse,pig,dolphin,Distractor 2,False,False,63d5021468a31efc02740c1e
1320,owl,polar bear,bus,airplane,penguin,Distractor 2,False,True,63d5021468a31efc02740c1e
1321,trout,shark,horse,pig,dolphin,Distractor 2,False,True,63d5021468a31efc02740c1e
1322,duck,pelican,horse,cow,seagull,Distractor 2,False,False,63d5021468a31efc02740c1e
1323,pelican,polar bear,bus,airplane,penguin,Distractor 2,True,False,63d5021468a31efc02740c1e
1324,cobra,alligator,toad,frog,crocodile,Distractor 2,False,False,63d5021468a31efc02740c1e
1325,trout,shark,horse,pig,whale,Distractor 2,False,True,63d5021468a31efc02740c1e
1326,duck,pelican,horse,pig,seagull,Distractor 2,False,False,63d5021468a31efc02740c1e
1327,snake,alligator,toad,frog,crocodile,Distractor 2,False,False,63d5021468a31efc02740c1e
1328,blackbird,mouse,bus,airplane,hamster,Distractor 2,False,True,63d5021468a31efc02740c1e
1329,cat,hamster,zebra,horse,mouse,Distractor 2,False,False,63d5021468a31efc02740c1e
1330,owl,cat,bus,airplane,lion,Distractor 1,True,False,5f07601a8515d13515268f96
1331,salmon,orca,horse,pig,whale,Distractor 1,True,False,5f07601a8515d13515268f96
1332,crow,mouse,bus,airplane,hamster,Distractor 1,True,False,5f07601a8515d13515268f96
1333,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,5f07601a8515d13515268f96
1334,trout,shark,horse,pig,whale,Distractor 1,True,False,5f07601a8515d13515268f96
1335,tank,truck,pistol,rifle,car,Distractor 1,False,True,5f07601a8515d13515268f96
1336,owl,polar bear,car,airplane,penguin,Distractor 1,True,False,5f07601a8515d13515268f96
1337,tank,car,pistol,rifle,truck,Distractor 1,True,False,5f07601a8515d13515268f96
1338,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,False,True,5f07601a8515d13515268f96
1339,trout,shark,horse,pig,dolphin,Distractor 1,True,False,5f07601a8515d13515268f96
1340,duck,pelican,horse,pig,seagull,Distractor 1,False,True,5f07601a8515d13515268f96
1341,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,5f07601a8515d13515268f96
1342,trout,sperm whale,horse,pig,whale,Distractor 1,False,True,5f07601a8515d13515268f96
1343,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,5f07601a8515d13515268f96
1344,blackbird,polar bear,car,airplane,penguin,Distractor 1,True,False,5f07601a8515d13515268f96
1345,robin,mouse,bus,airplane,hamster,Distractor 1,True,False,5f07601a8515d13515268f96
1346,sparrow,mouse,bus,airplane,hamster,Distractor 1,True,False,5f07601a8515d13515268f96
1347,blackbird,polar bear,bus,airplane,penguin,Distractor 1,True,False,5f07601a8515d13515268f96
1348,blackbird,mouse,bus,airplane,hamster,Distractor 1,True,False,5f07601a8515d13515268f96
1349,snake,alligator,gecko,lizard,crocodile,Distractor 1,False,True,5f07601a8515d13515268f96
1350,pelican,polar bear,van,airplane,penguin,Distractor 1,True,False,5f07601a8515d13515268f96
1351,salmon,shark,horse,pig,whale,Distractor 1,True,False,5f07601a8515d13515268f96
1352,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,5f07601a8515d13515268f96
1353,snake,alligator,toad,frog,crocodile,Distractor 1,True,False,5f07601a8515d13515268f96
1354,duck,pelican,horse,cow,seagull,Distractor 1,True,False,5f07601a8515d13515268f96
1355,trout,orca,horse,pig,whale,Distractor 1,True,False,5f07601a8515d13515268f96
1356,cat,hamster,zebra,horse,mouse,Distractor 1,True,False,5f07601a8515d13515268f96
1357,owl,polar bear,bus,airplane,penguin,Distractor 1,True,False,5f07601a8515d13515268f96
1358,blackbird,mouse,car,airplane,hamster,Distractor 1,True,False,5f07601a8515d13515268f96
1359,robin,mouse,car,airplane,hamster,Distractor 1,True,False,5f07601a8515d13515268f96
1360,salmon,shark,sparrow,chicken,whale,Distractor 1,True,False,5f07601a8515d13515268f96
1361,car,motorbike,tram,train,bicycle,Distractor 1,True,False,5f07601a8515d13515268f96
1362,robin,polar bear,car,airplane,penguin,Distractor 1,True,False,5f07601a8515d13515268f96
1363,cobra,alligator,gecko,lizard,crocodile,Distractor 1,False,True,5f07601a8515d13515268f96
1364,pelican,polar bear,bus,airplane,penguin,Distractor 1,True,False,5f07601a8515d13515268f96
1365,salmon,shark,sparrow,chicken,dolphin,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1366,pelican,mouse,bus,airplane,hamster,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1367,cobra,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1368,blackbird,polar bear,car,airplane,penguin,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1369,car,motorbike,tram,train,bicycle,Distractor 2,True,False,5fa07c635b16f50d21483d5e
1370,blackbird,mouse,car,airplane,hamster,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1371,blackbird,polar bear,bus,airplane,penguin,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1372,pelican,polar bear,van,airplane,penguin,Distractor 2,False,False,5fa07c635b16f50d21483d5e
1373,snake,alligator,chameleon,lizard,crocodile,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1374,trout,shark,horse,pig,whale,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1375,salmon,shark,horse,pig,dolphin,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1376,salmon,shark,horse,pig,whale,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1377,duck,pelican,horse,cow,seagull,Distractor 2,False,False,5fa07c635b16f50d21483d5e
1378,snake,alligator,gecko,lizard,crocodile,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1379,salmon,sperm whale,horse,pig,whale,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1380,duck,pelican,horse,pig,seagull,Distractor 2,False,False,5fa07c635b16f50d21483d5e
1381,dolphin,whale,herring,cod,sperm whale,Distractor 2,True,False,5fa07c635b16f50d21483d5e
1382,trout,sperm whale,horse,pig,whale,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1383,eagle,rooster,pelican,seagull,chicken,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1384,trout,shark,horse,pig,dolphin,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1385,salmon,orca,horse,pig,whale,Distractor 2,False,False,5fa07c635b16f50d21483d5e
1386,owl,polar bear,car,airplane,penguin,Distractor 2,False,False,5fa07c635b16f50d21483d5e
1387,tank,truck,pistol,rifle,car,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1388,robin,mouse,bus,airplane,hamster,Distractor 2,True,False,5fa07c635b16f50d21483d5e
1389,trout,orca,horse,pig,whale,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1390,duck,pelican,goldfish,salmon,seagull,Distractor 2,False,False,5fa07c635b16f50d21483d5e
1391,cobra,alligator,toad,frog,crocodile,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1392,robin,polar bear,car,airplane,penguin,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1393,cat,hamster,zebra,horse,mouse,Distractor 2,False,False,5fa07c635b16f50d21483d5e
1394,blackbird,mouse,bus,airplane,hamster,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1395,crow,mouse,bus,airplane,hamster,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1396,snake,alligator,toad,frog,crocodile,Distractor 2,False,True,5fa07c635b16f50d21483d5e
1397,owl,polar bear,bus,airplane,penguin,Distractor 2,False,False,5fa07c635b16f50d21483d5e
1398,pelican,polar bear,bus,airplane,penguin,Distractor 2,False,False,5fa07c635b16f50d21483d5e
1399,cello,guitar,organ,piano,bass guitar,Distractor 2,False,False,5fa07c635b16f50d21483d5e
1400,eagle,rooster,pelican,seagull,chicken,Distractor 1,False,True,62bb6a26ba959335811bad0c
1401,cobra,alligator,gecko,lizard,crocodile,Distractor 1,False,False,62bb6a26ba959335811bad0c
1402,robin,mouse,bus,airplane,hamster,Distractor 1,True,False,62bb6a26ba959335811bad0c
1403,duck,pelican,horse,cow,seagull,Distractor 1,True,False,62bb6a26ba959335811bad0c
1404,snake,alligator,toad,frog,crocodile,Distractor 1,False,False,62bb6a26ba959335811bad0c
1405,trout,orca,horse,pig,whale,Distractor 1,True,False,62bb6a26ba959335811bad0c
1406,owl,cat,bus,airplane,lion,Distractor 1,True,False,62bb6a26ba959335811bad0c
1407,robin,polar bear,car,airplane,penguin,Distractor 1,False,True,62bb6a26ba959335811bad0c
1408,tank,truck,pistol,rifle,car,Distractor 1,True,False,62bb6a26ba959335811bad0c
1409,salmon,sperm whale,horse,pig,whale,Distractor 1,True,False,62bb6a26ba959335811bad0c
1410,pelican,polar bear,van,airplane,penguin,Distractor 1,False,True,62bb6a26ba959335811bad0c
1411,cobra,alligator,toad,frog,crocodile,Distractor 1,False,False,62bb6a26ba959335811bad0c
1412,salmon,shark,horse,pig,dolphin,Distractor 1,True,False,62bb6a26ba959335811bad0c
1413,blackbird,mouse,bus,airplane,hamster,Distractor 1,False,False,62bb6a26ba959335811bad0c
1414,snake,alligator,chameleon,lizard,crocodile,Distractor 1,False,False,62bb6a26ba959335811bad0c
1415,salmon,shark,sparrow,chicken,whale,Distractor 1,True,False,62bb6a26ba959335811bad0c
1416,trout,sperm whale,horse,pig,whale,Distractor 1,True,False,62bb6a26ba959335811bad0c
1417,snake,alligator,gecko,lizard,crocodile,Distractor 1,False,False,62bb6a26ba959335811bad0c
1418,salmon,shark,horse,pig,whale,Distractor 1,True,False,62bb6a26ba959335811bad0c
1419,sparrow,mouse,bus,airplane,hamster,Distractor 1,False,True,62bb6a26ba959335811bad0c
1420,car,motorbike,tram,train,bicycle,Distractor 1,True,False,62bb6a26ba959335811bad0c
1421,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,62bb6a26ba959335811bad0c
1422,robin,mouse,car,airplane,hamster,Distractor 1,False,True,62bb6a26ba959335811bad0c
1423,salmon,shark,sparrow,chicken,dolphin,Distractor 1,True,False,62bb6a26ba959335811bad0c
1424,owl,polar bear,car,airplane,penguin,Distractor 1,False,True,62bb6a26ba959335811bad0c
1425,owl,polar bear,bus,airplane,penguin,Distractor 1,False,True,62bb6a26ba959335811bad0c
1426,blackbird,mouse,car,airplane,hamster,Distractor 1,True,False,62bb6a26ba959335811bad0c
1427,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,False,False,62bb6a26ba959335811bad0c
1428,pelican,mouse,bus,airplane,hamster,Distractor 1,False,True,62bb6a26ba959335811bad0c
1429,trout,shark,horse,pig,dolphin,Distractor 1,True,False,62bb6a26ba959335811bad0c
1430,duck,pelican,horse,pig,seagull,Distractor 1,True,False,62bb6a26ba959335811bad0c
1431,cello,guitar,organ,piano,bass guitar,Distractor 1,True,False,62bb6a26ba959335811bad0c
1432,crow,mouse,bus,airplane,hamster,Distractor 1,True,False,62bb6a26ba959335811bad0c
1433,trout,shark,horse,pig,whale,Distractor 1,True,False,62bb6a26ba959335811bad0c
1434,cat,hamster,zebra,horse,mouse,Distractor 1,True,False,62bb6a26ba959335811bad0c
1435,duck,pelican,goldfish,salmon,seagull,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1436,robin,polar bear,car,airplane,penguin,Distractor 1,False,True,62fba37f3560a85b4eb94aac
1437,salmon,shark,horse,pig,whale,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1438,pelican,polar bear,van,airplane,penguin,Distractor 1,False,True,62fba37f3560a85b4eb94aac
1439,tank,car,pistol,rifle,truck,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1440,trout,shark,horse,pig,whale,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1441,dolphin,whale,herring,cod,sperm whale,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1442,duck,pelican,horse,pig,seagull,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1443,cobra,alligator,chameleon,lizard,crocodile,Distractor 1,True,False,62fba37f3560a85b4eb94aac
1444,pelican,polar bear,bus,airplane,penguin,Distractor 1,False,True,62fba37f3560a85b4eb94aac
